happy,engel,freetime,food,culture,insurance,service,lodge,telecom,traffic,health,edu,household,life,cloth,sigar
91.26352459,12.32540984,7.543442623,138474.8207,106956.0593,40089.99556,119980.9744,220124.0658,58972.43306,359303.8192,102372.5344,82966.90615,93752.86625,163884.1158,94118.78477,18362.22124
